================ edge-reduction λ sweep ================
date         : 2026-07-02T20:07:46+02:00
host         : TUMWUTG-MIT148
git commit   : 1ac97c3 (research/wgp-2026)
python       : Python 3.14.4
base config  : experiments/edge_reduction/config_ass_1_np_4.py
instance     : assembly_1
parts file   : data/assembly_1/assembly_1_parts.json
num_phases   : 4
lambda grid  : 0.0 0.1 0.2 0.3 0.4 0.5 0.6 0.7 0.8 0.9 1.0
jobs (par.)  : 11
rundir       : experiments/edge_reduction/sweeps/assembly_1_np_4
=======================================================

----------------- λ = 0.0 -----------------
2026-07-02 20:07:47.092 | INFO     | __main__:<module>:193 - Running /home/md/Work/PyCAALP/experiments/edge_reduction/run.py
2026-07-02 20:07:47.092 | INFO     | __main__:<module>:194 - ASSEMBLY_FNAME='data/assembly_1/assembly_1_parts.json'
2026-07-02 20:07:47.093 | INFO     | __main__:<module>:197 - NUM_PHASES=4
2026-07-02 20:07:47.093 | INFO     | __main__:<module>:198 - RES_FNAME='experiments/edge_reduction/sweeps/assembly_1_np_4/lambda_0.0/res.pkl'
2026-07-02 20:07:47.093 | INFO     | experiments.edge_reduction.scripts.combination_runs:run_full_edge_reduction_change:98 - Running test with: red_perc=0
2026-07-02 20:07:47.096 | INFO     | pycaalp.gapp.assembly_digraph:compute_assembly_digraph_complete:395 - Computing assembly digraph...
2026-07-02 20:07:47.357 | INFO     | pycaalp.time_balancing.model:run_mip:430 - Running MIP solver ...
2026-07-02 20:07:47.681 | INFO     | experiments.edge_reduction.scripts.combination_runs:run_full_edge_reduction_change:98 - Running test with: red_perc=5
2026-07-02 20:07:47.684 | INFO     | pycaalp.gapp.assembly_digraph:compute_assembly_digraph_complete:395 - Computing assembly digraph...
2026-07-02 20:07:48.273 | INFO     | pycaalp.time_balancing.model:run_mip:430 - Running MIP solver ...
2026-07-02 20:07:48.608 | INFO     | pycaalp.gapp.assembly_digraph:compute_assembly_digraph_complete:395 - Computing assembly digraph...
2026-07-02 20:07:49.241 | INFO     | pycaalp.time_balancing.model:run_mip:430 - Running MIP solver ...
2026-07-02 20:07:49.678 | INFO     | pycaalp.gapp.assembly_digraph:compute_assembly_digraph_complete:395 - Computing assembly digraph...
2026-07-02 20:07:50.178 | INFO     | pycaalp.time_balancing.model:run_mip:430 - Running MIP solver ...
2026-07-02 20:07:50.476 | INFO     | pycaalp.gapp.assembly_digraph:compute_assembly_digraph_complete:395 - Computing assembly digraph...
2026-07-02 20:07:50.939 | INFO     | pycaalp.time_balancing.model:run_mip:430 - Running MIP solver ...
